pertanyaan,label
tanya produk,lainnya
bayar lewat mana cok,Information
Tolong berikan saya detail harganya termasuk dengan PPN dengan sewa modem,Information
berapa saja kecepatan paket biznet,lainnya
kata SPV saya unlimited selama order masih ada?,lainnya
anda kenal SPV saya nggak?,lainnya
Kenapa 1500933 sulit dihubungi?,lainnya
kendala tagihan berbeda,Request
kalau news ada apa aja?,lainnya
kalo buat bayar lebih cepat lewat mana ya?,Information
produk yang murah meriah,lainnya
router apa yg recomended?,Information
"Saya mau yang dengan beli modem saja deh, tolong berikan detail harnganya Kak",Information
bayarin dong min,Information
kalau produk lainnya apa aja ya,lainnya
bulan depan gua ganti,lainnya
ada lagi ga paket lainnya,lainnya
Mau tau cara ganti password wifi gimana ya?,Information
"saya mau pasang iptv, berapa harga untuk pemasangan paket iptv?",lainnya
kalo paket perusahaan ada ngga,lainnya
tolong transferin uang ke saya dong buat bayar biznet ini,Information
Untuk layanan internet dan TV d biznet apaan aja?,lainnya
pemasangan nya dari siapa nanti?,lainnya
"kan lu assisten, bantuin gua lah buat bayar ini tagihan",Information
Kalo ganti password Wifi gimana?,Information
Apakah ada promo berlangganan baru saat ini?,Information
"iya kendala bayar, karena uangnya belum ada, gimana nih bot",Information
internet tidak bisa digunakan,lainnya
Untuk area sumatra ada paket apa aja?,lainnya
apa ada nat geo di chanel IPTV nya?,lainnya
memang kapan masa tenggang akun gua?,Information
"Boleh, tolong beritahu saya paket layanannya apa saja",lainnya
Kalau mau tambah aku biznet baru dengan KTP yang sama apakah bisa?,lainnya
saya mau chat dengan customer service,lainnya
"iya kapan tanggalnya, butuh tanggal pastinya jatoh di tanggal berapa",lainnya
Cara change data dong,lainnya
sisa kuota saya brp?,lainnya
Saya mau yang kombinasi paket internet dan IPTV,lainnya
"Kalau ada kabel yang terputus, berapa lama tim teknisi akan datang melakukan perbaikan?",Problem
emang itu kalo nggak bayar bakal di ambil modemnya,Information
saya mau ikut promo 8+4,Information
saya taunya modem sajya sewa atau beli dimana?,Information
Apakah layanan saya bisa dilakukan relokasi ke daerah sumatra barat?,Information
"Kalau dalam waktu 1x24 jam tidak ada kunjungan tim teknisi, apakah akan ada kompensasi?",Problem
Kalo mau nambah IPTV gimana?,lainnya
Mau change emial aku bisa ga di Biznet,lainnya
Mau promo 12+5 ada ga?,Information
"ya ga mau tau, saya kemarin ditawarin promo 8+4",Information
apakah perlu hubungin Customer Service?,lainnya
kenapa massa aktif saya selalu maju?,lainnya
Tolong berikan saya detail harganya untuk paket internet dan IPTV,lainnya
"Saya salah bayar ke nomor virtual account orang lain, apa yang harus saya lakukan?",Information
Untuk pembayaran kemana ya?,Information
bisa perubahan data ga?,lainnya
Apa kesalahan bayar ke akun lain bisa direfund?,Information
Kalo ganti paket gimana?,Information
Untuk trasnfer bank ada bank apa saja?,lainnya
apakah bisa mengganti email dan nomor hp di kaun?,lainnya
apa bisa ganti kepemilikan biznet?,lainnya
kalo mau ikut promo 3+1 gmn ya?,Information
Apakah bisa mengganti nama menggunakan nama PT?,lainnya
"Masa aktif masih 3 bulan lagi, mau change packet bisa min?",lainnya
pembayaran apa saja yang disediakan oleh biznet,Information
"Masa aktif masih 3 bulan lagi, mau ikut promo bisa?",Information
Kalau saya tidak memiliki Bank dari ke-4 bank tersebut gimana? Saya punyanya bank BRI,lainnya
saya ga bisa buka detik.com,lainnya
nggak mau udahan aja ah,lainnya
saya bisa dapet promo apa?,Information
kenapa saya menerima tagihan atas nama orang lain?,Request
Untuk transfer antar bank ini menggunakan virtual account apa gimana?,Information
bisa dirincikan untuk biaya promonya?,Information
saya mau *12+5 *,lainnya
"Saya kan hanya puna Bank BRI saja, berati nanti saya transfernya ke Bank apa ya?",Information
"tidak ada promo tersedia di my Biznet, gimana?",Information
internet aku putus min tidak bisa dipakai,Problem
bagaiamana cara setting router?,Information
Maksudnya setting router tambahan atau extender,Information
Untuk layanan Biznet home ini ada kontrak berlangganannya ga?,Information
saya mau promo 12+5,Information
Promo terbaru,Information
pembayaran biznet home bisa make bank apa aja ya??,Information
Promo desember apa,Information
koneksi dirumah saya lemot yah,lainnya
Saya tidak bisa bayar VA BCA,Information
Kalo modem dibawa pindah sendiri bisa ngga,Information
mau ikut promo,Information
Apabila saya berlangganan dengan sewa modem apakah nantinya bisa beli perangkat modem?,Information
Lokasi desa ketumping udah kofer blm,lainnya
kalo lewat shoope ga bisa ya?,lainnya
saya tidak ada pulsa jadi disini saja saya komplainnya,lainnya
internet mati,Problem
Apabila nanti saya terminasi lalu saya berlangganan lagi apakah bisa?,Information
why mu quota doesnt decreased?,lainnya
kalo saya bayar di jam 12 malam apakah bisa langsung aktit atau bertambah?,Information
min internet saya mati,Problem
Koneksi down,lainnya
status internet,lainnya
internet saya mati nih,Problem
my quota didn't decreased any at all,lainnya
interner down,lainnya
internet aku gabisa dipakai,lainnya
down,lainnya
ini juga koneksi internetnya putus nyambung,Problem
Biznet Home,lainnya
ada promo apa?,Information
Biznet Dedicated,lainnya
saya mau tanya produk biznet home apa saja,lainnya
i have red blinking lamp on my modem what should i do?,Information
ganti paket,Information
saya mau ubah nama akun apakah bisa?,Information
biznet home,lainnya
"please  check my account 5501147 , I forgot the service",lainnya
paket metronet,lainnya
lagi ada promo apa min?,Information
Biznet homr,lainnya
mau tanya quota,lainnya
Connection Down,lainnya
Apakah 2025 PPN biznet jadi 12%?,lainnya
Boleh minta metode pembayaran layanan Home,Information
"saya mau yg gamers, apa bisa di pasang di toko saya?",lainnya
koneksi saya gk bisa dipake,lainnya
internet cepat,lainnya
biznet home,lainnya
Mau tanya inet saya down,lainnya
Biznet Home,lainnya
biznet home,lainnya
kalo saya mau relokasi gimana caranya?,Information
mau relokasi,Information
waaaa you only can check based on billing number?,lainnya
mau cek sisa quota,lainnya
Jalan Melawai kebayoran baru,lainnya
"jakarta timur, cakung",Information
ngga bisa di info disini ya,lainnya
caranya bagaimana,lainnya
indikator modem jika down,Information
saya sudah restart tapi masih mati,Problem
dapat IP publik statik ga ya?,lainnya
mau relokasi,Information
min internet mati,Problem
bagaimana caranya login ke mybiznet ?,Information
"Biznet Home, internet DOWN",lainnya
saya mau tanya tentang promo,Information
internet down,lainnya
soalnya ini internet lambat,Problem
internet saya slow pas beut nich. ads yang bisa tangani gk kawan?,lainnya
"saya perlu internet di rumah dan TV, apakah ada?",lainnya
min internet saya mati,Problem
"No, I just want to chat with you Bella",lainnya
promo biznet home,Information
tanya promo yang ada,Information
internet saya mati,Problem
sudah di restart koneksi jadi mati,Problem
saya mau ganti paket ke yg lebih murah gimana caranya?,Information
untuk pembayaran apakah bisa ditangguhkan,Information
layanan metronet itu apa,lainnya
please help me order promo 3+1,Information
apa ada promo yg tersedia saat ini?,Information
Connection intermitten,lainnya
Kalau saya lewat tanggal masa aktif akun nanti gimana nasib saya?,Information
sorry udah aktif lagi nih,lainnya
Indikator modem huwawei saya berwarna merah,Information
dikarenakan kondisi keuangan saya maka saya minta ditangguhkan dibulan depan,lainnya
relokasi,Information
sudah di restart tapi kendala lambat masih juga ya,Problem
koneksi saya down,lainnya
apa ada IPTV?,lainnya
untuk cek speed di mana ya,lainnya
ada paket apa saja IPTV?,lainnya
berapa harga modem?,Information
internet saya down,lainnya
"halo, apa bisa dibantu untuk berlangganan",Information
Hi bella saya ingin cek internet saya apakah aman di sistem?,lainnya
payment problem,lainnya
biznet home,lainnya
"hai, aku customer internetku naik turun deh",lainnya
Connection Slow,lainnya
biznet metronet,lainnya
saya ada kendala internet dilokasi tidak bisa digunakan dan ada loss merah,lainnya
promo metronet,Information
saya ingin tau dulu harganya,lainnya
"hasil speed test cuma 10 mbps, memang berapa ya kecepatan layanan saya",lainnya
Biznet Home,lainnya
Kendala internet loss merah,lainnya
saya mau tambah data nomor telp,lainnya
terima kasih untuk ganti modem gimana,Information
Promo metronet,Information
Pada point satu berapa lama diberikan waktunya?,lainnya
Internet Down,lainnya
"Kendala internet slow, gimana nih",lainnya
mau dong channel lengkapnya,lainnya
Biznet Metronet,lainnya
pilihan internet untuk kantor,lainnya
harga mesh wifi berapa?,lainnya
Apakah modem Biznet sudah 1G,Information
apakah mybiznet sudah tersedia di appstore atau playstore ?,Information
i have issu with my quota which is has been renewed since a week ago but didn't decreased any at all,lainnya
Biznet Metronet,lainnya
"mau tanya paket promo yang tersedia skrg, tidak mau ke customer service",Information
"Biznet Home,",lainnya
harga modem berapa?,Information
kapan mybiznet ada di appstore?,Information
Saya tidak bisa melakukan pembayaran melalui Bank Danamon,Information
untuk promo biznet home ada apa saja?,Information
"Min internet saya putus sambung dari sore tadi, modem ga di otak atik",Problem
